Type,location,id,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--can_retire,edges--edge--unidirectional,edges--edge--commodity,edges--edge--can_expand,edges--edge--has_capacity,transforms--timedata,edges--edge--lifetime,edges--edge--wacc,edges--edge--capital_recovery_period,edges--edge--max_capacity,edges--edge--fixed_om_cost,edges--edge--variable_om_cost,edges--edge--investment_cost,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,Note
VRE,BR_MA,BR_MA_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class7,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class8,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class9,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class10,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MA_Solar_Class11,elec_BR_MA,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class1,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class2,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class3,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class4,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class5,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class6,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class7,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class8,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class9,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class10,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MT_Solar_Class11,elec_BR_MT,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class1,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class2,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class3,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class4,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class5,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class6,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class7,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class8,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class9,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class10,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MS_Solar_Class11,elec_BR_MS,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class1,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class2,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class3,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class4,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class5,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class6,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class7,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class8,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class9,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class10,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_MG_Solar_Class11,elec_BR_MG,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class1,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class2,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class3,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class4,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class5,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class6,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class7,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class8,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class9,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class10,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PA_Solar_Class11,elec_BR_PA,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class1,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class2,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class3,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class4,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class5,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class6,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class7,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class8,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class9,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class10,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PB_Solar_Class11,elec_BR_PB,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class1,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class2,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class3,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class4,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class5,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class6,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class7,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class8,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class9,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class10,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PR_Solar_Class11,elec_BR_PR,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class1,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class2,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class3,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class4,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class5,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class6,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class7,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class8,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class9,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class10,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PE_Solar_Class11,elec_BR_PE,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class1,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class2,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class3,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class4,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class5,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class6,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class7,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class8,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class9,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class10,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_PI_Solar_Class11,elec_BR_PI,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class1,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class2,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class3,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class4,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class4,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class5,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class5,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class6,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class6,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class7,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class7,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class8,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class8,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class9,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class9,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class10,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class10,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Solar_Class11,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RJ_Solar_Class11,elec_BR_RJ,0,100,work in progress
VRE,BR_RN,BR_RN_Solar_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RN_Solar_Class1,elec_BR_RN,0,100,work in progress
VRE,BR_RN,BR_RN_Solar_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RN_Solar_Class2,elec_BR_RN,0,100,work in progress
VRE,BR_RN,BR_RN_Solar_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_solar.csv,BR_RN_Solar_Class3,elec_BR_RN,0,100,work in progress
